DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[0.0],[6019567.546922114],[1021.6800000000001],[2196330.343991559],[8216919.570913672]
[0.0],[6594090.19781997],[0.0],[2352519.929955609],[8946610.12777558]
[0.0],[6761097.924473398],[0.0],[2351591.1299556093],[9112689.054429008]
[0.0],[6594002.300101379],[0.0],[2351591.5184470518],[8945593.81854843]
[0.0],[6222865.126110615],[170.28],[2175110.3491967106],[8398145.755307326]
[0.0],[6745818.572854222],[0.0],[2352326.35858699],[9098144.931441212]
[0.0],[6568236.561729001],[0.0],[2352944.9758498264],[8921181.537578827]
[0.0],[6542763.013295192],[0.0],[2362740.3758498263],[8905503.389145019]
[0.0],[5984441.407944486],[0.0],[2197445.4829480588],[8181886.890892545]
[0.0],[6729887.814607108],[0.0],[2352945.364341269],[9082833.178948376]
[0.0],[6524973.251038293],[0.0],[2342004.3994000535],[8866977.650438346]
[0.0],[6625635.750000153],[0.0],[2344638.254359439],[8970274.004359592]
[0.0],[6453055.026252637],[0.0],[2342430.0994000533],[8795485.12565269]
[0.0],[6513097.11721194],[0.0],[2363166.729955609],[8876263.847167548]
[0.0],[6375881.83068815],[0.0],[2331260.1261580666],[8707141.956846217]
[0.0],[6371788.118978124],[0.0],[2343552.982137217],[8715341.101115342]
[0.0],[6178780.712084352],[681.12],[2167254.041808192],[8346715.873892544]
[0.0],[6115639.530283703],[3065.0400000000004],[2248313.8688495597],[8367018.439133262]
[0.0],[6506571.997669067],[0.0],[2353564.175849826],[8860136.173518892]
[0.0],[6653122.719667045],[0.0],[2339047.7686186987],[8992170.488285745]
[0.0],[6492865.709238673],[0.0],[2344328.000253656],[8837193.70949233]
[0.0],[6437892.65525463],[0.0],[2334742.132717955],[8772634.787972584]
